City,Cloudiness,Country_code,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Ponta Delgada,20,PT,1554397583,58,37.73,-25.67,15.0,8.2
Sainte-Maxime,0,FR,1554397546,33,43.31,6.64,16.0,7.7
Daru,0,SL,1554397642,58,7.99,-10.85,31.66,3.72
Huangnihe,76,CN,1554397642,44,43.56,128.02,2.31,5.02
Kaiyuan,0,CN,1554397642,49,42.54,124.04,2.56,5.52
Walvis Bay,0,NA,1554397333,64,-22.95,14.51,20.0,4.1
Shihezi,36,CN,1554397643,59,44.3,86.03,12.41,3.02
Guararapes,12,BR,1554397643,65,-21.25,-50.65,31.91,4.02
Lobito,0,AO,1554397643,65,-12.35,13.55,26.96,0.77
Manicore,75,BR,1554393600,62,-5.81,-61.3,32.0,1.5
Santa Maria del Oro,0,MX,1554397643,19,25.95,-105.37,22.01,2.17
Kayes,0,ML,1554397644,28,14.44,-11.44,36.66,5.32
Ust-Maya,32,RU,1554397644,80,60.42,134.54,-8.84,2.32
Adrar,75,DZ,1554393600,64,27.87,-0.29,20.0,13.9
San Andres,88,PH,1554397645,100,13.32,122.68,25.56,3.77
Bathsheba,40,BB,1554393600,55,13.22,-59.52,30.0,11.3
Sorong,0,ID,1554397646,100,-0.86,131.25,27.26,1.67
Ishigaki,92,JP,1554397646,100,24.34,124.16,21.51,5.27
Tefe,40,BR,1554393600,79,-3.35,-64.71,30.0,3.1
Halifax,40,CA,1554397440,35,44.65,-63.58,5.56,18.5
Nemuro,0,JP,1554397646,92,43.32,145.57,1.41,4.82
Voh,80,NC,1554397647,100,-20.95,164.69,24.66,6.92
Vila Velha,75,BR,1554395888,74,-3.71,-38.6,28.0,3.1
Sola,0,NO,1554397503,76,58.89,5.65,16.0,5.1
Haines Junction,76,CA,1554397648,81,60.75,-137.51,-6.89,1.17
Luderitz,0,NA,1554397621,72,-26.65,15.16,17.06,9.32
Muscatine,75,US,1554397617,71,41.42,-91.04,11.0,8.7
Tazovskiy,0,RU,1554397648,66,67.47,78.7,-10.74,1.47
Chumikan,56,RU,1554397649,72,54.72,135.31,-5.69,2.22
Mayo,20,CA,1554393600,39,63.59,-135.9,-13.0,4.6
Bumba,32,CD,1554397649,90,2.18,22.47,24.51,1.67
Orangeville,20,CA,1554397405,40,43.92,-80.1,5.56,5.1
Najran,75,SA,1554393600,28,17.54,44.22,29.0,7.7
Newport,75,GB,1554397626,86,51.59,-3.0,7.78,8.7
Hay River,40,CA,1554393600,70,60.82,-115.79,-18.0,2.1
Buchanan,20,LR,1554395400,55,5.88,-10.05,33.0,6.7
Naro,75,IT,1554397503,82,37.29,13.79,15.0,4.1
Biltine,0,TD,1554397652,34,14.53,20.93,27.01,2.27
Kayerkan,76,RU,1554397652,89,69.35,87.76,-6.39,2.52
Bilma,8,NE,1554397653,16,18.69,12.92,30.26,1.32
Karratha,24,AU,1554397653,84,-20.74,116.85,23.26,1.67
General Artigas,75,PY,1554393600,66,-26.93,-56.22,30.0,6.7
Waipawa,68,NZ,1554397576,89,-39.94,176.59,8.33,0.57
Alice Springs,0,AU,1554395400,34,-23.7,133.88,18.0,3.77
Ovsyanka,0,RU,1554397654,56,53.58,126.91,-4.34,1.62
Sokolo,0,ML,1554397654,21,14.74,-6.12,38.26,3.37
Nueva Guinea,36,NI,1554397541,57,11.69,-84.46,30.01,3.67
Shache,12,CN,1554397370,27,38.42,77.24,20.0,1.07
Ferme-Neuve,36,CA,1554397655,51,46.7,-75.45,-2.84,5.72
Comodoro Rivadavia,0,AR,1554393600,25,-45.87,-67.48,19.0,7.2
Sungaipenuh,68,ID,1554397655,96,-2.08,101.38,19.11,0.62
Ketchikan,90,US,1554396960,87,55.34,-131.65,8.0,5.1
Gizo,0,IL,1554397640,77,31.8,34.94,17.22,3.1
Vredendal,92,ZA,1554397656,94,-31.68,18.49,14.81,1.32
Taltal,20,CL,1554397656,75,-25.41,-70.49,19.41,1.42
Paoua,0,CF,1554397657,47,7.24,16.43,28.46,2.22
Kurduvadi,64,IN,1554397657,65,18.09,75.41,23.51,4.57
Ashcroft,75,AU,1554397640,93,-33.91,150.9,19.44,8.2
Panama City,40,US,1554397616,60,30.16,-85.65,24.0,5.1
Paita,0,PE,1554393600,290,-5.09,-81.11,17.0,4.27
Kidal,68,ML,1554397658,12,18.44,1.41,37.16,3.17
Den Helder,90,NL,1554397628,75,52.96,4.76,10.0,3.1
Boysun,88,UZ,1554397658,96,38.2,67.2,5.56,1.17
Rantepao,80,ID,1554397511,100,-2.97,119.9,20.26,0.82
Panjab,68,AF,1554397659,90,34.38,67.02,-0.74,0.42
Tucurui,92,BR,1554397438,94,-3.77,-49.67,25.71,1.07
Helong,92,CN,1554397659,98,25.94,116.13,14.96,1.17
Mikhaylovka,88,RU,1554397659,73,52.96,103.29,-2.64,1.72
Khorixas,0,NA,1554397660,48,-20.37,14.96,25.31,2.77
Barauna,36,BR,1554397660,92,-14.07,-42.49,26.31,0.07
Te Anau,92,NZ,1554397660,98,-45.41,167.72,3.76,1.67
Cascais,75,PT,1554397501,62,38.7,-9.42,15.0,5.7
Kijang,44,KR,1554397661,31,35.24,129.21,8.21,2.62
Vagur,20,FO,1554397661,96,61.47,-6.81,7.66,13.57
Kaabong,8,UG,1554397661,52,3.51,34.14,24.46,4.32
Villamontes,20,BO,1554393600,62,-21.26,-63.47,31.0,1.07
Samarai,92,PG,1554397662,100,-10.62,150.67,25.61,4.27
Natal,20,BR,1554393600,70,-5.81,-35.21,30.0,4.6
Tupik,80,RU,1554397662,84,54.43,119.94,-6.19,1.07
Kem,8,UG,1554397662,39,2.68,33.77,28.26,5.47
Riverton,75,US,1554397313,73,43.02,-108.38,12.78,7.2
Quang Ngai,68,VN,1554397663,97,15.12,108.8,20.76,0.92
Boyolangu,64,ID,1554397663,95,-8.09,111.9,21.91,0.87
Camiri,0,BO,1554393600,57,-20.04,-63.52,27.0,2.6
Makakilo City,1,US,1554397297,77,21.35,-158.09,23.0,2.1
Rio Gallegos,20,AR,1554393600,73,-51.62,-69.22,11.0,15.4
Inhambane,0,MZ,1554393600,69,-23.87,35.38,26.0,3.77
Oparino,0,RU,1554397664,81,59.85,48.28,-1.84,1.07
Verkhnevilyuysk,44,RU,1554397665,84,63.45,120.31,-5.09,1.22
Saint-Joseph,0,FR,1554397546,21,43.56,6.97,16.0,4.1
Hoquiam,90,US,1554397626,87,46.98,-123.89,13.33,4.1
Karagay,0,RU,1554397666,69,58.27,54.93,-6.64,1.22
Beidao,0,CN,1554397666,53,34.57,105.89,4.56,1.22
Hjelset,0,NO,1554397324,43,62.78,7.5,10.0,5.7
Pitsunda,20,GE,1554395400,65,43.16,40.34,8.0,2.0
Ramganj Mandi,12,IN,1554397667,39,24.65,75.94,24.26,0.72
Komsomolsk,0,RU,1554395400,48,57.03,40.38,5.0,4.02
Antalaha,48,MG,1554397667,93,-14.9,50.28,25.46,2.87
Faanui,76,PF,1554397668,99,-16.48,-151.75,29.36,3.87
Kalmunai,0,LK,1554397668,91,7.42,81.82,23.76,1.97
Tabou,48,CI,1554397668,97,4.42,-7.36,29.31,7.62
Palamos,20,ES,1554397570,57,41.85,3.13,12.78,6.2
Beyla,64,GN,1554397669,62,8.69,-8.65,28.81,2.07
Alofi,88,NU,1554393600,100,-19.06,-169.92,22.0,2.1
Leninogorsk,20,RU,1554397669,92,54.6,52.45,0.66,3.77
Sinnamary,92,GF,1554397669,90,5.38,-52.96,27.56,4.32
Cheyenne,1,US,1554397418,43,41.14,-104.82,15.0,5.1
Portree,0,GB,1554397218,67,57.41,-6.19,9.44,4.02
Alugan,88,PH,1554397670,100,12.22,125.48,25.16,4.42
Stillwater,1,US,1554397526,82,36.12,-97.06,18.33,1.5
Beroroha,36,MG,1554397670,56,-21.68,45.17,27.01,2.87
Okhotsk,88,RU,1554397671,76,59.36,143.24,-1.04,3.22
Kaupanger,0,NO,1554396600,57,61.18,7.24,9.0,6.7
Ayan,76,TR,1554397671,57,40.67,33.6,5.56,0.82
Mackay,90,CA,1554394080,92,53.65,-115.58,0.0,2.1
Awjilah,76,LY,1554397672,30,29.14,21.3,20.61,1.27
Juneau,90,US,1554395400,86,58.3,-134.42,3.0,5.1
Touros,40,BR,1554393600,74,-5.2,-35.46,30.0,6.2
Sangar,24,RU,1554397673,75,63.92,127.47,-7.99,1.22
Hobyo,68,SO,1554397673,86,5.35,48.53,26.96,4.67
Zhanaozen,0,KZ,1554397673,80,43.35,52.85,8.16,3.57
Kampot,40,KH,1554395400,94,10.62,104.18,26.0,0.5
Acapulco,5,MX,1554392760,51,16.86,-99.88,30.0,1.0
Prigorodnyy,0,RU,1554395400,76,47.93,40.05,5.0,3.0
Tiznit,100,MA,1554397439,100,29.7,-9.73,14.81,2.77
Hambantota,0,LK,1554397674,100,6.12,81.12,27.61,1.77
Maldonado,40,UY,1554393600,69,-34.91,-54.96,25.0,4.6
Tricase,75,IT,1554397469,82,39.93,18.36,14.44,6.2
Pemba,0,MZ,1554397675,100,-12.97,40.52,28.41,4.47
Tongren,0,CN,1554397675,93,27.72,109.18,7.16,1.07
Arima,20,TT,1554397298,52,10.64,-61.28,31.67,7.2
San Carlos de Bariloche,20,AR,1554393600,50,-41.13,-71.31,12.0,12.9
Kyren,88,RU,1554397676,86,51.68,102.13,-6.49,1.12
Pangoa,88,PE,1554397676,81,-12.12,-73.0,24.61,1.27
Ban Dung,20,TH,1554397677,90,17.7,103.25,22.46,0.82
Krasnoyarsk,0,RU,1554395400,62,56.01,92.87,-5.0,1.17
Lata,0,IN,1554397677,96,30.78,78.62,7.91,1.07
Araouane,12,ML,1554397677,16,18.9,-3.53,37.16,4.97
Sorland,0,NO,1554396600,55,67.67,12.69,3.0,6.2
Mabaruma,56,GY,1554397678,75,8.2,-59.78,27.86,3.77
Yankton,90,US,1554397448,93,42.87,-97.4,6.11,5.1
Tallahassee,75,US,1554397475,50,30.44,-84.28,26.67,5.1
Huarmey,0,PE,1554397678,64,-10.07,-78.15,25.16,1.82
Jiuquan,0,CN,1554397678,51,39.73,98.49,-2.34,2.07
Atasu,92,KZ,1554397679,96,48.68,71.64,10.61,4.42
Riyadh,75,SA,1554393600,34,24.63,46.72,28.0,4.1
Mtsamboro,0,YT,1554395400,94,-12.7,45.07,27.0,0.5
Yumen,0,CN,1554397679,27,40.29,97.04,9.51,5.67
Kondoa,80,TZ,1554397680,68,-4.91,35.78,21.91,3.67
Tarauaca,80,BR,1554397645,82,-8.16,-70.77,28.76,2.32
Anahuac,90,US,1554397654,83,29.77,-94.68,25.56,5.1
Mugumu,48,TZ,1554397680,95,-1.84,34.67,16.86,1.02
Zlobin,75,HR,1554397507,51,45.29,14.65,17.0,8.2
Luanda,20,AO,1554393600,79,-8.83,13.24,30.0,5.7
Luangwa,68,MZ,1554397681,42,-15.62,30.4,26.96,3.82
Bafq,0,IR,1554397681,23,31.6,55.4,17.86,2.07
Gondanglegi,64,ID,1554397681,95,-7.75,112.01,21.91,0.87
Vanavara,48,RU,1554397682,68,60.35,102.28,-5.19,2.67
Petropavlovsk-Kamchatskiy,75,RU,1554393600,80,53.05,158.65,2.0,4.0
Murchison,0,AU,1554396990,70,-36.62,145.22,16.67,4.82
Ugep,48,NG,1554397683,88,5.81,8.08,26.61,3.32
Mendi,0,ET,1554397683,38,9.8,35.1,21.01,1.77
Kudahuvadhoo,0,MV,1554397683,100,2.67,72.89,28.56,2.02
Half Moon Bay,90,US,1554397562,71,37.46,-122.43,15.0,3.1
